"","prop1.Tr1221","prop1.Tr1331","prop1.Tr2332","prop2.Tr1221","prop2.Tr1331","prop2.Tr2332","prop3.Tr1221","prop3.Tr1331","prop3.Tr2332","prop4.Tr1221","prop4.Tr1331","prop4.Tr2332","prop5.Tr1221","prop5.Tr1331","prop5.Tr2332","prop6.Tr1221","prop6.Tr1331","prop6.Tr2332","prop7.Tr1221","prop7.Tr1331","prop7.Tr2332"
"3C9AA",0.225225225225225,0.193693693693694,0.247747747747748,0.301801801801802,0.220720720720721,0.130630630630631,0.234234234234234,0.243243243243243,0.198198198198198,0.27027027027027,0.153153153153153,0.198198198198198,0.193693693693694,0.027027027027027,0.153153153153153,0.310810810810811,0.193693693693694,0.148648648648649,0.247747747747748,0.247747747747748,0.171171171171171
"2Z0DA",0.205056179775281,0.168539325842697,0.292134831460674,0.306179775280899,0.207865168539326,0.134831460674157,0.27247191011236,0.205056179775281,0.191011235955056,0.308988764044944,0.137640449438202,0.205056179775281,0.117977528089888,0.0168539325842697,0.179775280898876,0.247191011235955,0.210674157303371,0.202247191011236,0.213483146067416,0.23876404494382,0.160112359550562
"5W2IA",0.1953125,0.22265625,0.20703125,0.203125,0.18359375,0.23828125,0.1796875,0.28125,0.16796875,0.2109375,0.14453125,0.27734375,0.171875,0.0234375,0.1796875,0.26171875,0.20703125,0.16015625,0.2578125,0.24609375,0.16015625
"2ID4A",0.243027888446215,0.189243027888446,0.252988047808765,0.330677290836653,0.197211155378486,0.139442231075697,0.237051792828685,0.229083665338645,0.227091633466135,0.348605577689243,0.171314741035857,0.165338645418327,0.135458167330677,0.0298804780876494,0.221115537848606,0.181274900398406,0.245019920318725,0.225099601593625,0.288844621513944,0.239043824701195,0.143426294820717
"3EGAA",0.320610687022901,0.133587786259542,0.202290076335878,0.309160305343511,0.213740458015267,0.129770992366412,0.202290076335878,0.17175572519084,0.312977099236641,0.309160305343511,0.183206106870229,0.16030534351145,0.194656488549618,0.0267175572519084,0.179389312977099,0.240458015267176,0.259541984732824,0.179389312977099,0.244274809160305,0.179389312977099,0.209923664122137
"6GN5A",0.198952879581152,0.219895287958115,0.209424083769634,0.230366492146597,0.18848167539267,0.178010471204188,0.178010471204188,0.272251308900524,0.167539267015707,0.225130890052356,0.151832460732984,0.214659685863874,0.214659685863874,0.0366492146596859,0.193717277486911,0.261780104712042,0.230366492146597,0.146596858638743,0.25130890052356,0.230366492146597,0.167539267015707
"3B5NB",0.220588235294118,0.352941176470588,0.117647058823529,0.279411764705882,0.176470588235294,0.132352941176471,0.117647058823529,0.352941176470588,0.220588235294118,0.279411764705882,0.176470588235294,0.132352941176471,0.147058823529412,0.0441176470588235,0.367647058823529,0.176470588235294,0.205882352941176,0.147058823529412,0.455882352941176,0.0588235294117647,0.117647058823529
"6GNYA",0.205607476635514,0.252336448598131,0.233644859813084,0.186915887850467,0.252336448598131,0.214953271028037,0.233644859813084,0.308411214953271,0.186915887850467,0.158878504672897,0.149532710280374,0.317757009345794,0.242990654205607,0.0186915887850467,0.177570093457944,0.317757009345794,0.214953271028037,0.149532710280374,0.299065420560748,0.252336448598131,0.158878504672897
"1F86A",0.228070175438596,0.149122807017544,0.280701754385965,0.263157894736842,0.201754385964912,0.149122807017544,0.280701754385965,0.201754385964912,0.210526315789474,0.289473684210526,0.166666666666667,0.184210526315789,0.140350877192982,0,0.210526315789474,0.280701754385965,0.175438596491228,0.166666666666667,0.236842105263158,0.263157894736842,0.140350877192982
"6HRRA",0.173684210526316,0.289473684210526,0.205263157894737,0.273684210526316,0.189473684210526,0.189473684210526,0.189473684210526,0.347368421052632,0.147368421052632,0.289473684210526,0.163157894736842,0.215789473684211,0.178947368421053,0.0210526315789474,0.242105263157895,0.236842105263158,0.221052631578947,0.184210526315789,0.336842105263158,0.205263157894737,0.126315789473684
"2JDII",0.244897959183673,0.26530612244898,0.204081632653061,0.244897959183673,0.204081632653061,0.244897959183673,0.224489795918367,0.285714285714286,0.224489795918367,0.244897959183673,0.204081632653061,0.244897959183673,0.36734693877551,0.0408163265306122,0.0612244897959184,0.387755102040816,0.163265306122449,0.0816326530612245,0.387755102040816,0.163265306122449,0.122448979591837
"4OWTC",0.213592233009709,0.12621359223301,0.194174757281553,0.281553398058252,0.203883495145631,0.174757281553398,0.184466019417476,0.135922330097087,0.242718446601942,0.271844660194175,0.174757281553398,0.203883495145631,0.12621359223301,0.0485436893203883,0.116504854368932,0.135922330097087,0.330097087378641,0.0776699029126214,0.194174757281553,0.213592233009709,0.145631067961165
"1U6TA",0.225,0.141666666666667,0.166666666666667,0.25,0.133333333333333,0.191666666666667,0.166666666666667,0.175,0.183333333333333,0.233333333333333,0.116666666666667,0.208333333333333,0.141666666666667,0.0416666666666667,0.208333333333333,0.225,0.25,0.116666666666667,0.25,0.175,0.116666666666667
"3W6SA",0.21900826446281,0.239669421487603,0.235537190082645,0.260330578512397,0.177685950413223,0.206611570247934,0.214876033057851,0.285123966942149,0.206611570247934,0.21900826446281,0.152892561983471,0.231404958677686,0.152892561983471,0.012396694214876,0.148760330578512,0.252066115702479,0.252066115702479,0.194214876033058,0.293388429752066,0.21900826446281,0.165289256198347
"4W79A",0.213930348258706,0.18407960199005,0.223880597014925,0.218905472636816,0.199004975124378,0.199004975124378,0.189054726368159,0.248756218905473,0.189054726368159,0.189054726368159,0.139303482587065,0.258706467661692,0.134328358208955,0.0248756218905473,0.203980099502488,0.223880597014925,0.223880597014925,0.164179104477612,0.223880597014925,0.223880597014925,0.174129353233831
"6MZPA",0.210682492581602,0.234421364985163,0.246290801186944,0.27893175074184,0.14540059347181,0.231454005934718,0.198813056379822,0.287833827893175,0.201780415430267,0.249258160237389,0.121661721068249,0.255192878338279,0.163204747774481,0.0207715133531157,0.175074183976261,0.237388724035608,0.216617210682493,0.166172106824926,0.287833827893175,0.267062314540059,0.15727002967359
"6MBKA",0.237458193979933,0.192307692307692,0.225752508361204,0.275919732441472,0.20066889632107,0.197324414715719,0.207357859531773,0.234113712374582,0.209030100334448,0.25752508361204,0.178929765886288,0.219063545150502,0.192307692307692,0.0384615384615385,0.173913043478261,0.254180602006689,0.245819397993311,0.127090301003344,0.267558528428094,0.219063545150502,0.162207357859532
"3FSOA",0.270491803278689,0.262295081967213,0.180327868852459,0.286885245901639,0.180327868852459,0.147540983606557,0.147540983606557,0.311475409836066,0.286885245901639,0.237704918032787,0.163934426229508,0.163934426229508,0.19672131147541,0.0327868852459016,0.221311475409836,0.237704918032787,0.262295081967213,0.139344262295082,0.385245901639344,0.180327868852459,0.147540983606557
"4HCSA",0.275,0.25,0.1375,0.2875,0.225,0.2375,0.1125,0.275,0.25,0.225,0.1125,0.35,0.3125,0.0625,0.1375,0.2125,0.225,0.175,0.3375,0.1375,0.1875
"3F4AA",0.220238095238095,0.214285714285714,0.18452380952381,0.172619047619048,0.220238095238095,0.220238095238095,0.154761904761905,0.267857142857143,0.214285714285714,0.19047619047619,0.19047619047619,0.25,0.202380952380952,0.0297619047619048,0.18452380952381,0.214285714285714,0.25,0.119047619047619,0.285714285714286,0.261904761904762,0.148809523809524
"6RNKA",0.134897360703812,0.161290322580645,0.296187683284457,0.255131964809384,0.170087976539589,0.219941348973607,0.272727272727273,0.202346041055718,0.108504398826979,0.219941348973607,0.129032258064516,0.26099706744868,0.129032258064516,0.0234604105571848,0.0850439882697947,0.290322580645161,0.175953079178886,0.173020527859238,0.187683284457478,0.293255131964809,0.108504398826979
"6R4MA",0.195,0.225,0.2,0.335,0.125,0.145,0.2,0.245,0.19,0.295,0.105,0.165,0.11,0.02,0.22,0.26,0.21,0.14,0.32,0.22,0.1
"3NVWC",0.223841059602649,0.178807947019868,0.263576158940397,0.329801324503311,0.193377483443709,0.162913907284768,0.242384105960265,0.218543046357616,0.221192052980132,0.309933774834437,0.165562913907285,0.190728476821192,0.168211920529801,0.0211920529801325,0.170860927152318,0.254304635761589,0.223841059602649,0.190728476821192,0.254304635761589,0.249006622516556,0.148344370860927
"6WHBA",0.191977077363897,0.203438395415473,0.260744985673352,0.326647564469914,0.137535816618911,0.154727793696275,0.237822349570201,0.232091690544413,0.197707736389685,0.320916905444126,0.114613180515759,0.177650429799427,0.128939828080229,0.0143266475644699,0.169054441260745,0.220630372492837,0.191977077363897,0.180515759312321,0.277936962750716,0.246418338108883,0.117478510028653
"4ACJA",0.240963855421687,0.186746987951807,0.259036144578313,0.240963855421687,0.271084337349398,0.174698795180723,0.259036144578313,0.210843373493976,0.228915662650602,0.228915662650602,0.22289156626506,0.22289156626506,0.13855421686747,0.0180722891566265,0.265060240963855,0.216867469879518,0.259036144578313,0.156626506024096,0.271084337349398,0.228915662650602,0.156626506024096
"6SVLC",0.297872340425532,0.170212765957447,0.24113475177305,0.234042553191489,0.304964539007092,0.148936170212766,0.25531914893617,0.198581560283688,0.269503546099291,0.26241134751773,0.276595744680851,0.177304964539007,0.191489361702128,0.0212765957446809,0.191489361702128,0.297872340425532,0.234042553191489,0.120567375886525,0.25531914893617,0.269503546099291,0.212765957446809
"2Y0MB",0.164383561643836,0.328767123287671,0.150684931506849,0.232876712328767,0.164383561643836,0.178082191780822,0.150684931506849,0.328767123287671,0.164383561643836,0.205479452054795,0.164383561643836,0.178082191780822,0.219178082191781,0.0547945205479452,0.246575342465753,0.164383561643836,0.205479452054795,0.136986301369863,0.342465753424658,0.136986301369863,0.150684931506849
"1M4LA",0.241830065359477,0.160130718954248,0.225490196078431,0.26797385620915,0.271241830065359,0.147058823529412,0.261437908496732,0.209150326797386,0.225490196078431,0.271241830065359,0.254901960784314,0.163398692810458,0.143790849673203,0.0130718954248366,0.163398692810458,0.238562091503268,0.235294117647059,0.23202614379085,0.225490196078431,0.241830065359477,0.176470588235294
"1R0RI",0.3,0.18,0.26,0.36,0.26,0.1,0.3,0.26,0.26,0.4,0.12,0.24,0.2,0,0.2,0.3,0.26,0.22,0.26,0.26,0.22
"6VMEC",0.242857142857143,0.3,0.157142857142857,0.314285714285714,0.0857142857142857,0.228571428571429,0.128571428571429,0.328571428571429,0.242857142857143,0.285714285714286,0.0857142857142857,0.228571428571429,0.171428571428571,0.0285714285714286,0.285714285714286,0.2,0.257142857142857,0.0571428571428571,0.385714285714286,0.157142857142857,0.157142857142857
"4TX5A",0.298429319371728,0.151832460732984,0.214659685863874,0.340314136125654,0.146596858638743,0.183246073298429,0.219895287958115,0.18848167539267,0.256544502617801,0.324607329842932,0.141361256544503,0.18848167539267,0.157068062827225,0.0104712041884817,0.230366492146597,0.261780104712042,0.198952879581152,0.0732984293193717,0.25130890052356,0.183246073298429,0.198952879581152
"6H02A",0.178855901520637,0.21216509775525,0.262128892107169,0.282404055032585,0.181028240405503,0.1940622737147,0.228819695872556,0.262853005068791,0.173787110789283,0.241853729181752,0.143374366401159,0.231716147719044,0.147719044170891,0.0217233888486604,0.149167270094135,0.270818247646633,0.209992758870384,0.147719044170891,0.23388848660391,0.242577842143374,0.157132512671977
"2R25A",0.198795180722892,0.295180722891566,0.198795180722892,0.295180722891566,0.150602409638554,0.168674698795181,0.174698795180723,0.319277108433735,0.186746987951807,0.27710843373494,0.144578313253012,0.174698795180723,0.162650602409639,0.0301204819277108,0.186746987951807,0.228915662650602,0.265060240963855,0.132530120481928,0.337349397590361,0.126506024096386,0.156626506024096
"4TZMA",0.242063492063492,0.198412698412698,0.25,0.246031746031746,0.202380952380952,0.206349206349206,0.218253968253968,0.238095238095238,0.226190476190476,0.265873015873016,0.182539682539683,0.226190476190476,0.174603174603175,0.0317460317460317,0.218253968253968,0.214285714285714,0.234126984126984,0.134920634920635,0.273809523809524,0.242063492063492,0.166666666666667
"1F3UA",0.316239316239316,0.179487179487179,0.230769230769231,0.358974358974359,0.222222222222222,0.153846153846154,0.213675213675214,0.196581196581197,0.299145299145299,0.367521367521368,0.162393162393162,0.213675213675214,0.230769230769231,0.0256410256410256,0.179487179487179,0.230769230769231,0.333333333333333,0.145299145299145,0.341880341880342,0.239316239316239,0.153846153846154
"6GGRA",0.242603550295858,0.207100591715976,0.183431952662722,0.254437869822485,0.254437869822485,0.136094674556213,0.183431952662722,0.254437869822485,0.254437869822485,0.236686390532544,0.177514792899408,0.21301775147929,0.218934911242604,0.0414201183431953,0.183431952662722,0.254437869822485,0.27810650887574,0.171597633136095,0.289940828402367,0.218934911242604,0.159763313609467
"5C79A",0.221476510067114,0.134228187919463,0.208053691275168,0.275167785234899,0.214765100671141,0.167785234899329,0.201342281879195,0.181208053691275,0.228187919463087,0.275167785234899,0.201342281879195,0.181208053691275,0.154362416107383,0.0335570469798658,0.120805369127517,0.201342281879195,0.261744966442953,0.120805369127517,0.228187919463087,0.187919463087248,0.12751677852349
"2ZWAA",0.197406340057637,0.23342939481268,0.237752161383285,0.280979827089337,0.174351585014409,0.174351585014409,0.214697406340058,0.282420749279539,0.174351585014409,0.268011527377522,0.144092219020173,0.204610951008646,0.162824207492795,0.0230547550432277,0.184438040345821,0.246397694524496,0.229106628242075,0.194524495677233,0.250720461095101,0.221902017291066,0.180115273775216
"5EJOA",0.258064516129032,0.21505376344086,0.225806451612903,0.290322580645161,0.172043010752688,0.258064516129032,0.236559139784946,0.247311827956989,0.225806451612903,0.301075268817204,0.139784946236559,0.290322580645161,0.236559139784946,0.021505376344086,0.172043010752688,0.182795698924731,0.344086021505376,0.118279569892473,0.311827956989247,0.204301075268817,0.161290322580645
"5J41A",0.264423076923077,0.182692307692308,0.278846153846154,0.322115384615385,0.201923076923077,0.173076923076923,0.25,0.230769230769231,0.216346153846154,0.3125,0.149038461538462,0.225961538461538,0.177884615384615,0.0144230769230769,0.177884615384615,0.216346153846154,0.288461538461538,0.129807692307692,0.317307692307692,0.259615384615385,0.129807692307692
"1Z0JB",0.224137931034483,0.310344827586207,0.103448275862069,0.241379310344828,0.137931034482759,0.172413793103448,0.103448275862069,0.310344827586207,0.224137931034483,0.206896551724138,0.137931034482759,0.172413793103448,0.224137931034483,0.0172413793103448,0.310344827586207,0.224137931034483,0.155172413793103,0.120689655172414,0.448275862068966,0.120689655172414,0.0862068965517241
"3E9KA",0.1875,0.21551724137931,0.27801724137931,0.28448275862069,0.185344827586207,0.174568965517241,0.230603448275862,0.267241379310345,0.170258620689655,0.275862068965517,0.146551724137931,0.213362068965517,0.163793103448276,0.0387931034482759,0.15948275862069,0.234913793103448,0.224137931034483,0.170258620689655,0.265086206896552,0.239224137931034,0.137931034482759
"5KVMA",0.248587570621469,0.152542372881356,0.217514124293785,0.30225988700565,0.169491525423729,0.180790960451977,0.18361581920904,0.19774011299435,0.225988700564972,0.285310734463277,0.127118644067797,0.22316384180791,0.152542372881356,0.0225988700564972,0.11864406779661,0.211864406779661,0.293785310734463,0.161016949152542,0.209039548022599,0.240112994350282,0.192090395480226
"4UFRB",0.184873949579832,0.226890756302521,0.210084033613445,0.19327731092437,0.310924369747899,0.134453781512605,0.201680672268908,0.252100840336134,0.184873949579832,0.235294117647059,0.218487394957983,0.226890756302521,0.226890756302521,0.0252100840336134,0.184873949579832,0.243697478991597,0.210084033613445,0.19327731092437,0.277310924369748,0.210084033613445,0.134453781512605
"5VKYA",0.17910447761194,0.216417910447761,0.194029850746269,0.246268656716418,0.111940298507463,0.186567164179104,0.156716417910448,0.26865671641791,0.141791044776119,0.223880597014925,0.104477611940299,0.194029850746269,0.134328358208955,0.0522388059701493,0.216417910447761,0.208955223880597,0.283582089552239,0.119402985074627,0.253731343283582,0.17910447761194,0.141791044776119
"7CRVA",0.183783783783784,0.12972972972973,0.297297297297297,0.254054054054054,0.205405405405405,0.167567567567568,0.232432432432432,0.205405405405405,0.194594594594595,0.248648648648649,0.167567567567568,0.205405405405405,0.108108108108108,0.0216216216216216,0.183783783783784,0.27027027027027,0.237837837837838,0.151351351351351,0.172972972972973,0.264864864864865,0.140540540540541
"2DHOA",0.230769230769231,0.239316239316239,0.205128205128205,0.235042735042735,0.14957264957265,0.217948717948718,0.153846153846154,0.290598290598291,0.196581196581197,0.222222222222222,0.111111111111111,0.256410256410256,0.175213675213675,0.0213675213675214,0.217948717948718,0.200854700854701,0.200854700854701,0.141025641025641,0.299145299145299,0.170940170940171,0.170940170940171
"6JPLA",0.197663096397274,0.215189873417722,0.233690360272639,0.284323271665044,0.149951314508277,0.214216163583252,0.201557935735151,0.264849074975657,0.17429406037001,0.280428432327167,0.132424537487829,0.2317429406037,0.161635832521908,0.0253164556962025,0.175267770204479,0.237585199610516,0.210321324245375,0.194741966893866,0.263875365141188,0.244401168451801,0.148977604673807
"5C5CA",0.245833333333333,0.20625,0.21875,0.291666666666667,0.177083333333333,0.191666666666667,0.214583333333333,0.247916666666667,0.220833333333333,0.277083333333333,0.1625,0.20625,0.14375,0.0333333333333333,0.191666666666667,0.204166666666667,0.222916666666667,0.204166666666667,0.291666666666667,0.222916666666667,0.160416666666667
"3LLOA",0.176056338028169,0.246478873239437,0.26056338028169,0.309859154929577,0.0985915492957746,0.211267605633803,0.225352112676056,0.28169014084507,0.169014084507042,0.338028169014085,0.0985915492957746,0.211267605633803,0.0845070422535211,0.028169014084507,0.211267605633803,0.253521126760563,0.176056338028169,0.225352112676056,0.302816901408451,0.23943661971831,0.119718309859155
"6AO3A",0.170616113744076,0.227488151658768,0.241706161137441,0.341232227488152,0.0663507109004739,0.123222748815166,0.218009478672986,0.241706161137441,0.165876777251185,0.341232227488152,0.0521327014218009,0.137440758293839,0.0805687203791469,0.004739336492891,0.251184834123223,0.227488151658768,0.255924170616114,0.127962085308057,0.293838862559242,0.194312796208531,0.104265402843602
"5TUUA",0.181818181818182,0.25974025974026,0.220779220779221,0.25974025974026,0.142857142857143,0.207792207792208,0.194805194805195,0.285714285714286,0.168831168831169,0.25974025974026,0.116883116883117,0.233766233766234,0.175324675324675,0.0194805194805195,0.214285714285714,0.214285714285714,0.181818181818182,0.149350649350649,0.298701298701299,0.207792207792208,0.142857142857143
"3FZEA",0.2,0.215384615384615,0.256410256410256,0.297435897435897,0.21025641025641,0.21025641025641,0.241025641025641,0.261538461538462,0.143589743589744,0.287179487179487,0.169230769230769,0.251282051282051,0.158974358974359,0.0256410256410256,0.179487179487179,0.2,0.18974358974359,0.2,0.235897435897436,0.220512820512821,0.179487179487179
"3BVXA",0.227969348659004,0.211685823754789,0.225095785440613,0.270114942528736,0.190613026819923,0.191570881226054,0.200191570881226,0.263409961685824,0.21264367816092,0.259578544061303,0.157088122605364,0.225095785440613,0.168582375478927,0.0181992337164751,0.17911877394636,0.230842911877395,0.218390804597701,0.165708812260536,0.271072796934866,0.232758620689655,0.168582375478927
"1PSRA",0.222222222222222,0.151515151515152,0.191919191919192,0.262626262626263,0.212121212121212,0.171717171717172,0.181818181818182,0.202020202020202,0.191919191919192,0.303030303030303,0.191919191919192,0.191919191919192,0.121212121212121,0.101010101010101,0.181818181818182,0.191919191919192,0.303030303030303,0.212121212121212,0.181818181818182,0.222222222222222,0.191919191919192
"5TV1A",0.237244897959184,0.204081632653061,0.227040816326531,0.288265306122449,0.186224489795918,0.196428571428571,0.206632653061224,0.25,0.211734693877551,0.285714285714286,0.137755102040816,0.244897959183673,0.183673469387755,0.0433673469387755,0.170918367346939,0.237244897959184,0.247448979591837,0.170918367346939,0.270408163265306,0.214285714285714,0.170918367346939
"4K0NA",0.252066115702479,0.206611570247934,0.223140495867769,0.318181818181818,0.148760330578512,0.177685950413223,0.214876033057851,0.247933884297521,0.227272727272727,0.28099173553719,0.119834710743802,0.206611570247934,0.177685950413223,0.00826446280991736,0.198347107438017,0.276859504132231,0.206611570247934,0.136363636363636,0.305785123966942,0.210743801652893,0.152892561983471
"3AFOA",0.211886304909561,0.193798449612403,0.242894056847545,0.299741602067183,0.183462532299742,0.162790697674419,0.20671834625323,0.219638242894057,0.222222222222222,0.276485788113695,0.13953488372093,0.20671834625323,0.162790697674419,0.00775193798449612,0.180878552971576,0.211886304909561,0.209302325581395,0.196382428940568,0.24031007751938,0.237726098191214,0.165374677002584
"2QSFA",0.214285714285714,0.25187969924812,0.199248120300752,0.240601503759398,0.195488721804511,0.223684210526316,0.172932330827068,0.289473684210526,0.199248120300752,0.231203007518797,0.163533834586466,0.255639097744361,0.246240601503759,0.0319548872180451,0.171052631578947,0.291353383458647,0.214285714285714,0.139097744360902,0.31203007518797,0.18984962406015,0.154135338345865
"3GAXA",0.243697478991597,0.210084033613445,0.260504201680672,0.26890756302521,0.26890756302521,0.117647058823529,0.226890756302521,0.260504201680672,0.226890756302521,0.26890756302521,0.201680672268908,0.184873949579832,0.184873949579832,0,0.168067226890756,0.277310924369748,0.252100840336134,0.159663865546218,0.294117647058824,0.184873949579832,0.159663865546218
"5LX9A",0.137254901960784,0.137254901960784,0.326797385620915,0.26797385620915,0.202614379084967,0.212418300653595,0.248366013071895,0.196078431372549,0.143790849673203,0.238562091503268,0.160130718954248,0.254901960784314,0.111111111111111,0.0196078431372549,0.104575163398693,0.277777777777778,0.212418300653595,0.179738562091503,0.176470588235294,0.271241830065359,0.0980392156862745
"3W15B",0.22,0.23,0.13,0.3,0.08,0.16,0.11,0.25,0.2,0.33,0.07,0.17,0.18,0.02,0.23,0.18,0.28,0.12,0.3,0.19,0.15
"3VL1A",0.231503579952267,0.221957040572792,0.22673031026253,0.291169451073986,0.162291169451074,0.200477326968974,0.193317422434368,0.260143198090692,0.217183770883055,0.295942720763723,0.145584725536993,0.217183770883055,0.145584725536993,0.0262529832935561,0.212410501193317,0.210023866348449,0.214797136038186,0.200477326968974,0.300715990453461,0.22673031026253,0.152744630071599
"4GMUA",0.240589198036007,0.191489361702128,0.286415711947627,0.317512274959083,0.196399345335516,0.16366612111293,0.261865793780687,0.225859247135843,0.229132569558101,0.286415711947627,0.155482815057283,0.204582651391162,0.166939443535188,0.0261865793780687,0.176759410801964,0.212765957446809,0.245499181669394,0.183306055646481,0.27823240589198,0.219312602291326,0.153846153846154
"3CJ1A",0.197802197802198,0.167032967032967,0.254945054945055,0.268131868131868,0.206593406593407,0.149450549450549,0.241758241758242,0.206593406593407,0.189010989010989,0.287912087912088,0.169230769230769,0.186813186813187,0.138461538461538,0.0241758241758242,0.125274725274725,0.241758241758242,0.235164835164835,0.186813186813187,0.246153846153846,0.265934065934066,0.118681318681319
"3MXNA",0.134615384615385,0.243589743589744,0.294871794871795,0.320512820512821,0.173076923076923,0.205128205128205,0.269230769230769,0.269230769230769,0.121794871794872,0.294871794871795,0.147435897435897,0.230769230769231,0.141025641025641,0.0192307692307692,0.173076923076923,0.205128205128205,0.237179487179487,0.179487179487179,0.25,0.294871794871795,0.128205128205128
"5XYFA",0.206896551724138,0.241379310344828,0.211822660098522,0.25615763546798,0.172413793103448,0.192118226600985,0.201970443349754,0.280788177339901,0.157635467980296,0.241379310344828,0.12807881773399,0.236453201970443,0.197044334975369,0.0197044334975369,0.182266009852217,0.266009852216749,0.211822660098522,0.108374384236453,0.310344827586207,0.216748768472906,0.137931034482759
"7S5AA",0.24,0.28,0.2,0.253333333333333,0.16,0.24,0.213333333333333,0.293333333333333,0.226666666666667,0.213333333333333,0.106666666666667,0.293333333333333,0.253333333333333,0.0666666666666667,0.146666666666667,0.213333333333333,0.2,0.186666666666667,0.32,0.16,0.2
"1HULA",0.196261682242991,0.214953271028037,0.252336448598131,0.355140186915888,0.0373831775700935,0.261682242990654,0.224299065420561,0.242990654205607,0.149532710280374,0.327102803738318,0.0280373831775701,0.271028037383178,0.14018691588785,0.0280373831775701,0.158878504672897,0.336448598130841,0.186915887850467,0.168224299065421,0.261682242990654,0.205607476635514,0.149532710280374
"3BHDA",0.197424892703863,0.206008583690987,0.210300429184549,0.261802575107296,0.128755364806867,0.150214592274678,0.201716738197425,0.248927038626609,0.171673819742489,0.266094420600858,0.107296137339056,0.171673819742489,0.137339055793991,0.0257510729613734,0.223175965665236,0.253218884120172,0.231759656652361,0.107296137339056,0.283261802575107,0.206008583690987,0.120171673819742
"3PFYA",0.25,0.173913043478261,0.201086956521739,0.217391304347826,0.179347826086957,0.25,0.130434782608696,0.28804347826087,0.179347826086957,0.184782608695652,0.157608695652174,0.271739130434783,0.135869565217391,0.0271739130434783,0.21195652173913,0.217391304347826,0.228260869565217,0.141304347826087,0.217391304347826,0.201086956521739,0.206521739130435
"4U19A",0.225454545454545,0.163636363636364,0.261818181818182,0.298181818181818,0.189090909090909,0.181818181818182,0.247272727272727,0.185454545454545,0.232727272727273,0.32,0.152727272727273,0.218181818181818,0.141818181818182,0.0363636363636364,0.152727272727273,0.229090909090909,0.2,0.170909090909091,0.265454545454545,0.214545454545455,0.123636363636364
"7NSZAAA",0.226851851851852,0.162037037037037,0.25,0.208333333333333,0.277777777777778,0.148148148148148,0.222222222222222,0.208333333333333,0.236111111111111,0.25,0.208333333333333,0.217592592592593,0.166666666666667,0.0185185185185185,0.157407407407407,0.180555555555556,0.263888888888889,0.222222222222222,0.226851851851852,0.236111111111111,0.162037037037037
"4JOIC",0.239669421487603,0.181818181818182,0.239669421487603,0.247933884297521,0.181818181818182,0.223140495867769,0.198347107438017,0.206611570247934,0.198347107438017,0.198347107438017,0.148760330578512,0.256198347107438,0.173553719008264,0.0247933884297521,0.15702479338843,0.264462809917355,0.231404958677686,0.0826446280991736,0.264462809917355,0.31404958677686,0.15702479338843
"3U12A",0.164285714285714,0.207142857142857,0.214285714285714,0.228571428571429,0.164285714285714,0.257142857142857,0.192857142857143,0.242857142857143,0.171428571428571,0.228571428571429,0.135714285714286,0.285714285714286,0.221428571428571,0.0357142857142857,0.0928571428571429,0.221428571428571,0.285714285714286,0.135714285714286,0.228571428571429,0.264285714285714,0.142857142857143
"3O12A",0.227272727272727,0.163636363636364,0.268181818181818,0.240909090909091,0.245454545454545,0.177272727272727,0.240909090909091,0.190909090909091,0.236363636363636,0.259090909090909,0.218181818181818,0.204545454545455,0.154545454545455,0.0363636363636364,0.172727272727273,0.254545454545455,0.259090909090909,0.154545454545455,0.254545454545455,0.318181818181818,0.136363636363636
"5WD6A",0.229838709677419,0.282258064516129,0.205645161290323,0.383064516129032,0.100806451612903,0.108870967741935,0.19758064516129,0.298387096774194,0.221774193548387,0.346774193548387,0.0887096774193548,0.120967741935484,0.112903225806452,0.0120967741935484,0.326612903225806,0.213709677419355,0.254032258064516,0.205645161290323,0.338709677419355,0.185483870967742,0.173387096774194
"3UX2A",0.162790697674419,0.302325581395349,0.186046511627907,0.27906976744186,0.116279069767442,0.209302325581395,0.147286821705426,0.325581395348837,0.155038759689922,0.224806201550388,0.0775193798449612,0.248062015503876,0.178294573643411,0.0542635658914729,0.24031007751938,0.302325581395349,0.155038759689922,0.131782945736434,0.317829457364341,0.170542635658915,0.147286821705426
"1KD7A",0.171779141104294,0.190184049079755,0.245398773006135,0.294478527607362,0.159509202453988,0.171779141104294,0.251533742331288,0.208588957055215,0.177914110429448,0.276073619631902,0.128834355828221,0.202453987730061,0.122699386503067,0.0368098159509202,0.177914110429448,0.220858895705521,0.233128834355828,0.122699386503067,0.263803680981595,0.245398773006135,0.098159509202454
"3E4GA",0.171428571428571,0.314285714285714,0.222857142857143,0.222857142857143,0.148571428571429,0.291428571428571,0.177142857142857,0.394285714285714,0.114285714285714,0.245714285714286,0.125714285714286,0.314285714285714,0.2,0.0685714285714286,0.205714285714286,0.274285714285714,0.245714285714286,0.148571428571429,0.354285714285714,0.182857142857143,0.131428571428571
"2XJPA",0.194552529182879,0.124513618677043,0.350194552529183,0.326848249027237,0.221789883268482,0.0933852140077821,0.381322957198444,0.147859922178988,0.182879377431907,0.311284046692607,0.198443579766537,0.116731517509728,0.0583657587548638,0.00389105058365759,0.136186770428016,0.163424124513619,0.182879377431907,0.326848249027237,0.171206225680934,0.369649805447471,0.147859922178988
